# ----------------------------------------
# 1 Master View
# report
# 20200101-20230621
# ----------------------------------------

Дата,Пользователи,Новые пользователи,Сеансов на пользователя,Сред. длительность сеанса,Показатель отказов,Страниц/сеанс,Достигнутые цели,Доход
20220702,1 711,1 449,"1,09",00:02:40,"51,45 %","4,21",321,"1 539,05 $"
20220605,1 710,1 407,"1,10",00:02:53,"52,86 %","4,52",330,"5 328,56 $"
20220724,1 710,1 365,"1,08",00:03:10,"48,10 %","4,64",386,"2 469,80 $"
20200102,1 709,1 320,"1,10",00:02:32,"45,03 %","4,29",243,"38,00 $"
20210327,1 709,1 499,"1,07",00:02:11,"57,72 %","3,47",208,"1 137,02 $"
20200330,1 707,1 418,"1,13",00:02:52,"49,84 %","4,10",203,"0,00 $"
20200214,1 697,1 362,"1,09",00:02:58,"45,56 %","4,57",233,"113,00 $"
20221229,1 697,1 300,"1,09",00:02:43,"49,43 %","4,09",344,"4 576,70 $"
20210328,1 696,1 444,"1,10",00:02:25,"55,54 %","3,94",284,"2 430,60 $"
20220430,1 696,1 390,"1,10",00:02:53,"50,45 %","4,08",306,"1 592,66 $"
20200813,1 691,1 171,"1,16",00:03:59,"40,12 %","6,06",368,"17,00 $"
20200817,1 691,1 280,"1,12",00:02:57,"41,81 %","5,02",250,"64,40 $"
20200818,1 691,1 252,"1,16",00:03:38,"39,33 %","5,34",286,"202,50 $"
20201229,1 691,1 375,"1,08",00:02:32,"54,86 %","4,46",315,"2 158,76 $"
20200402,1 686,1 431,"1,12",00:02:39,"49,79 %","3,95",193,"298,75 $"
20200131,1 685,1 339,"1,11",00:03:20,"43,18 %","5,14",288,"84,00 $"
20220416,1 684,1 376,"1,10",00:02:54,"52,05 %","4,62",338,"3 720,68 $"
20221016,1 683,1 371,"1,11",00:03:20,"48,75 %","4,43",348,"2 336,67 $"
20200312,1 682,1 398,"1,14",00:02:51,"48,67 %","3,93",187,"98,90 $"
20230205,1 681,1 425,"1,07",00:01:57,"57,52 %","2,96",195,"1 565,18 $"
20201025,1 677,1 387,"1,10",00:02:43,"50,87 %","4,81",223,"298,96 $"
20220612,1 675,1 366,"1,11",00:02:56,"48,73 %","4,75",376,"3 573,55 $"
20221113,1 672,1 304,"1,11",00:03:28,"46,40 %","4,69",377,"2 753,54 $"
20220604,1 670,1 428,"1,11",00:03:00,"53,30 %","4,71",363,"2 351,19 $"
20201002,1 668,1 267,"1,13",00:03:29,"38,95 %","5,48",301,"0,00 $"
20220626,1 658,1 351,"1,11",00:02:56,"52,23 %","4,30",306,"2 380,47 $"
20221217,1 657,1 353,"1,11",00:02:58,"48,39 %","4,25",367,"4 200,70 $"
20200724,1 653,1 238,"1,13",00:03:13,"44,39 %","5,81",315,"116,20 $"
20200331,1 652,1 375,"1,11",00:02:25,"52,95 %","3,48",155,"127,30 $"
20200825,1 652,1 258,"1,11",00:03:17,"41,63 %","5,36",299,"322,50 $"
20200424,1 651,1 344,"1,16",00:03:08,"48,72 %","3,88",187,"47,00 $"
20200821,1 646,1 226,"1,12",00:03:25,"40,81 %","5,51",305,"166,00 $"
20200517,1 644,1 388,"1,13",00:02:54,"50,86 %","4,26",206,"60,00 $"
20230514,1 643,1 283,"1,12",00:02:45,"52,35 %","3,76",245,"1 581,80 $"
20220123,1 641,1 385,"1,09",00:02:20,"57,31 %","3,64",253,"2 344,42 $"
20211113,1 639,1 378,"1,10",00:02:53,"54,92 %","4,31",298,"6 592,33 $"
20230115,1 638,1 305,"1,14",00:03:12,"50,13 %","3,84",271,"1 198,80 $"
20220205,1 636,1 409,"1,09",00:02:22,"54,58 %","3,89",270,"1 927,76 $"
20200826,1 635,1 231,"1,16",00:03:14,"42,83 %","4,85",251,"39,00 $"
20220528,1 632,1 393,"1,09",00:02:32,"53,29 %","3,91",251,"1 419,60 $"
20220717,1 631,1 329,"1,11",00:03:12,"47,74 %","4,66",361,"2 404,24 $"
20210705,1 627,1 362,"1,09",00:02:51,"52,03 %","4,31",309,"2 030,74 $"
20201122,1 625,1 300,"1,11",00:03:13,"43,27 %","5,18",261,"56,30 $"
20210531,1 622,1 343,"1,09",00:03:24,"50,93 %","4,69",382,"2 812,94 $"
20220710,1 620,1 341,"1,07",00:02:44,"51,21 %","4,23",324,"2 703,90 $"
20210320,1 619,1 379,"1,09",00:02:32,"55,56 %","3,72",257,"1 934,83 $"
20210131,1 618,1 334,"1,10",00:02:29,"53,89 %","3,84",297,"6,72 $"
20200325,1 616,1 381,"1,13",00:02:27,"50,14 %","3,60",171,"102,75 $"
20220129,1 616,1 362,"1,09",00:02:31,"54,68 %","3,95",269,"2 622,73 $"
20220423,1 615,1 325,"1,10",00:02:38,"51,72 %","4,46",281,"3 105,22 $"
20211219,1 614,1 302,"1,08",00:03:30,"46,79 %","5,35",378,"4 297,24 $"
20210528,1 613,1 305,"1,10",00:02:54,"50,82 %","4,67",334,"1 666,68 $"
20220109,1 609,1 328,"1,09",00:02:26,"54,32 %","3,97",281,"2 933,82 $"
20230204,1 603,1 401,"1,07",00:02:13,"60,17 %","2,93",166,"1 587,80 $"
20200606,1 602,1 366,"1,14",00:02:38,"54,88 %","4,15",204,"408,40 $"
20210313,1 601,1 351,"1,08",00:02:15,"58,19 %","3,50",208,"1 187,45 $"
20210926,1 601,1 352,"1,07",00:02:47,"52,76 %","4,02",271,"1 636,41 $"
20221105,1 600,1 291,"1,12",00:03:16,"47,20 %","4,86",353,"2 977,19 $"
20210516,1 599,1 314,"1,11",00:02:57,"54,10 %","4,00",259,"1 816,36 $"
20200702,1 593,1 302,"1,16",00:02:59,"50,43 %","4,36",187,"0,00 $"
20220807,1 592,1 280,"1,08",00:03:04,"48,89 %","4,90",344,"2 735,44 $"
20210424,1 590,1 383,"1,09",00:02:35,"58,70 %","3,79",227,"2 337,58 $"
20200510,1 587,1 327,"1,16",00:03:22,"46,95 %","4,45",219,"198,20 $"
20210404,1 587,1 314,"1,09",00:02:51,"56,93 %","3,98",257,"2 824,08 $"
20220130,1 586,1 318,"1,10",00:02:53,"51,34 %","4,27",297,"1 271,99 $"
20220611,1 585,1 302,"1,10",00:03:05,"52,53 %","4,80",321,"3 027,55 $"
20220501,1 584,1 297,"1,10",00:02:47,"52,18 %","4,88",322,"3 614,80 $"
20201230,1 583,1 288,"1,06",00:02:14,"53,91 %","4,39",263,"4 199,18 $"
20210306,1 581,1 350,"1,09",00:02:21,"55,72 %","3,91",231,"41,60 $"
20201101,1 579,1 310,"1,08",00:02:44,"47,18 %","4,70",210,"60,00 $"
20200426,1 577,1 353,"1,12",00:02:10,"50,54 %","3,42",137,"0,00 $"
20200901,1 577,1 210,"1,11",00:03:01,"41,50 %","5,17",290,"284,00 $"
20210403,1 574,1 338,"1,09",00:02:42,"55,32 %","4,10",254,"1 256,95 $"
20200401,1 570,1 321,"1,12",00:02:35,"49,63 %","3,71",166,"21,00 $"
20211218,1 569,1 255,"1,09",00:02:37,"48,83 %","4,66",365,"3 059,47 $"
20220103,1 568,1 245,"1,09",00:03:00,"50,38 %","4,32",286,"2 202,17 $"
20200831,1 565,1 210,"1,14",00:03:03,"41,09 %","4,89",257,"95,82 $"
20220731,1 565,1 260,"1,10",00:03:14,"49,07 %","4,98",366,"3 022,44 $"
20220403,1 564,1 292,"1,11",00:03:03,"50,17 %","4,44",294,"1 982,85 $"
20230102,1 560,1 227,"1,10",00:02:49,"53,45 %","3,83",252,"1 554,50 $"
20220417,1 558,1 261,"1,09",00:02:39,"54,10 %","4,24",307,"2 120,75 $"
20200731,1 557,1 106,"1,16",00:03:57,"39,35 %","6,13",349,"96,00 $"
20200824,1 557,1 162,"1,10",00:03:09,"42,15 %","4,86",230,"16,55 $"
20221126,1 555,1 217,"1,11",00:03:21,"51,10 %","4,90",349,"4 408,78 $"
20211230,1 553,1 166,"1,07",00:02:53,"43,35 %","4,93",310,"2 636,86 $"
20221009,1 552,1 250,"1,10",00:03:02,"49,30 %","4,52",334,"3 408,68 $"
20221112,1 552,1 197,"1,12",00:03:21,"42,81 %","4,61",312,"2 905,40 $"
20220625,1 551,1 277,"1,10",00:02:50,"51,90 %","4,44",310,"1 809,10 $"
20200918,1 550,1 182,"1,13",00:03:22,"41,44 %","5,48",287,"0,00 $"
20201024,1 550,1 316,"1,11",00:02:57,"51,34 %","4,90",218,"151,65 $"
20200712,1 547,1 284,"1,11",00:02:49,"48,80 %","4,54",194,"14,00 $"
20210123,1 543,1 326,"1,12",00:02:43,"56,90 %","4,10",276,"1 534,60 $"
20220618,1 543,1 282,"1,09",00:02:44,"52,32 %","4,44",311,"0,00 $"
20221119,1 543,1 191,"1,14",00:03:47,"46,39 %","4,88",358,"2 764,10 $"
20200814,1 541,1 114,"1,15",00:03:34,"42,57 %","5,78",279,"241,00 $"
20200419,1 540,1 344,"1,09",00:02:34,"50,30 %","3,90",149,"91,05 $"
20220212,1 540,1 297,"1,11",00:02:29,"57,35 %","3,81",222,"1 746,86 $"
20221203,1 538,1 204,"1,09",00:03:13,"46,66 %","4,51",343,"3 618,01 $"
20230219,1 537,1 307,"1,08",00:02:02,"58,33 %","3,30",208,"1 918,20 $"
20230226,1 537,1 283,"1,09",00:02:21,"55,60 %","3,50",178,"1 700,55 $"
20220122,1 535,1 296,"1,10",00:02:27,"52,34 %","3,79",225,"1 101,41 $"
20220305,1 533,1 248,"1,12",00:03:10,"50,20 %","4,08",284,"4 212,40 $"
20220320,1 532,1 276,"1,10",00:02:50,"51,67 %","4,39",297,"2 427,90 $"
20210606,1 527,1 275,"1,09",00:03:00,"48,98 %","4,46",324,"2 213,61 $"
20230521,1 524,1 256,"1,10",00:03:19,"51,07 %","3,67",188,"0,00 $"
20200509,1 523,1 288,"1,16",00:02:54,"48,79 %","3,80",162,"13,00 $"
20230422,1 522,1 274,"1,09",00:03:01,"50,87 %","3,92",217,"1 505,70 $"
20220716,1 520,1 277,"1,09",00:02:51,"50,24 %","4,44",308,"2 854,40 $"
20210314,1 519,1 265,"1,11",00:02:28,"57,38 %","3,49",200,"482,44 $"
20220918,1 519,1 216,"1,11",00:02:59,"48,51 %","4,49",356,"4 202,75 $"
20200410,1 517,1 268,"1,12",00:03:24,"49,06 %","4,40",201,"167,50 $"
20201121,1 514,1 250,"1,11",00:03:20,"41,44 %","5,36",261,"387,56 $"
20211106,1 514,1 249,"1,10",00:02:44,"51,56 %","4,28",289,"2 250,61 $"
20210905,1 513,1 346,"1,07",00:02:25,"56,37 %","3,67",204,"2 724,82 $"
20221015,1 513,1 282,"1,12",00:03:02,"49,74 %","4,31",294,"1 254,73 $"
20200719,1 512,1 276,"1,13",00:02:38,"50,26 %","4,27",175,"62,50 $"
20221008,1 511,1 261,"1,07",00:03:04,"46,88 %","4,58",316,"3 305,30 $"
20210718,1 503,1 229,"1,09",00:03:03,"53,40 %","4,67",317,"1 433,64 $"
20200326,1 501,1 229,"1,11",00:02:35,"49,43 %","3,86",157,"30,00 $"
20220925,1 501,1 221,"1,10",00:03:46,"46,53 %","5,18",332,"2 708,41 $"
20200614,1 500,1 190,"1,16",00:02:53,"51,84 %","4,30",181,"115,90 $"
20211227,1 500,1 199,"1,08",00:02:46,"48,99 %","4,51",313,"3 369,41 $"
20211003,1 499,1 203,"1,08",00:03:02,"49,91 %","4,38",284,"2 076,26 $"
20200903,1 496,1 132,"1,14",00:03:28,"39,74 %","5,11",266,"69,67 $"
20200209,1 494,1 239,"1,11",00:02:38,"47,28 %","4,41",197,"281,40 $"
20200516,1 494,1 272,"1,12",00:02:48,"50,57 %","4,43",214,"80,10 $"
20220306,1 494,1 209,"1,13",00:03:39,"48,55 %","4,92",361,"1 983,07 $"
20221002,1 494,1 207,"1,09",00:03:14,"48,40 %","4,59",321,"1 915,05 $"
20221030,1 494,1 185,"1,11",00:03:04,"47,69 %","4,72",340,"3 042,00 $"
20211024,1 492,1 240,"1,09",00:03:08,"49,11 %","4,73",321,"2 539,38 $"
20220723,1 492,1 224,"1,11",00:02:37,"50,12 %","4,22",291,"3 606,32 $"
20200523,1 489,1 235,"1,15",00:02:55,"48,25 %","4,44",195,"303,90 $"
20210613,1 489,1 259,"1,08",00:02:34,"53,38 %","4,08",259,"2 090,87 $"
20210620,1 489,1 268,"1,09",00:02:27,"52,38 %","4,17",284,"2 037,25 $"
20201031,1 488,1 266,"1,07",00:02:19,"52,66 %","4,25",181,"81,50 $"
20230416,1 487,1 226,"1,09",00:02:46,"51,32 %","3,75",185,"1 316,68 $"
20220115,1 486,1 272,"1,10",00:02:53,"52,80 %","4,14",234,"1 636,84 $"
20220821,1 485,1 190,"1,09",00:02:56,"48,92 %","4,57",317,"2 344,28 $"
20220709,1 484,1 211,"1,09",00:02:48,"49,94 %","4,36",292,"1 947,56 $"
20220319,1 482,1 217,"1,10",00:03:19,"48,74 %","4,50",288,"1 391,88 $"
20211002,1 480,1 284,"1,06",00:02:22,"53,49 %","3,92",205,"1 984,46 $"
20220326,1 479,1 199,"1,10",00:03:14,"48,77 %","4,73",314,"1 938,62 $"
20211010,1 475,1 202,"1,09",00:02:52,"50,59 %","4,69",303,"2 842,75 $"
20211017,1 474,1 195,"1,10",00:03:07,"53,20 %","4,38",289,"1 881,60 $"
20221218,1 474,1 127,"1,09",00:03:16,"48,19 %","4,41",314,"3 241,36 $"
20230107,1 474,1 237,"1,10",00:02:29,"53,38 %","3,66",228,"2 055,64 $"
20221223,1 470,1 162,"1,09",00:02:54,"49,59 %","3,85",271,"2 778,69 $"
20200103,1 469,1 164,"1,09",00:02:42,"44,53 %","4,42",228,"125,60 $"
20200808,1 469,1 083,"1,15",00:04:25,"37,00 %","7,25",368,"1 555,85 $"
20200503,1 468,1 232,"1,12",00:02:02,"54,75 %","3,37",125,"24,50 $"
20200403,1 467,1 208,"1,13",00:03:07,"48,82 %","4,18",199,"0,00 $"
20200613,1 466,1 192,"1,16",00:03:08,"51,32 %","4,85",201,"47,50 $"
20200703,1 466,1 200,"1,14",00:03:15,"50,42 %","4,48",217,"95,20 $"
20210130,1 464,1 254,"1,11",00:03:02,"53,98 %","4,13",231,"89,07 $"
20220108,1 464,1 231,"1,08",00:02:33,"52,74 %","4,02",198,"1 165,58 $"
20200327,1 462,1 190,"1,15",00:03:03,"49,73 %","4,09",174,"407,35 $"
20221023,1 457,1 144,"1,10",00:03:16,"47,48 %","4,81",339,"3 068,80 $"
20210207,1 455,1 210,"1,12",00:02:35,"52,55 %","4,00",235,"135,84 $"
20210523,1 454,1 229,"1,09",00:03:28,"51,58 %","4,89",279,"1 398,88 $"
20230122,1 454,1 212,"1,08",00:02:40,"52,97 %","3,71",204,"1 859,80 $"
20230430,1 452,1 165,"1,14",00:02:52,"50,33 %","3,56",198,"2 320,70 $"
20200524,1 450,1 194,"1,15",00:03:03,"52,10 %","4,09",174,"365,00 $"
20200531,1 450,1 205,"1,12",00:02:41,"52,43 %","4,34",174,"24,00 $"
20230429,1 449,1 164,"1,11",00:03:04,"50,84 %","4,05",240,"2 735,34 $"
20200318,1 448,1 182,"1,11",00:03:00,"50,93 %","3,64",134,"0,00 $"
20211016,1 448,1 175,"1,14",00:03:26,"50,79 %","4,29",268,"1 062,78 $"
20210912,1 445,1 216,"1,07",00:02:38,"55,29 %","3,98",211,"1 551,12 $"
20221001,1 445,1 177,"1,09",00:03:17,"49,65 %","4,81",320,"3 005,07 $"
20230513,1 445,1 158,"1,12",00:03:17,"49,19 %","4,03",218,"1 354,65 $"
20200418,1 444,1 243,"1,14",00:02:29,"52,00 %","3,72",148,"0,00 $"
20220116,1 444,1 211,"1,08",00:02:32,"52,91 %","4,25",244,"1 513,67 $"
20220227,1 444,1 186,"1,11",00:03:08,"51,69 %","4,66",299,"8 665,68 $"
20220814,1 441,1 192,"1,10",00:02:48,"48,68 %","4,54",271,"1 421,22 $"
20210919,1 440,1 216,"1,07",00:02:51,"52,60 %","4,37",246,"1 519,60 $"
20200323,1 439,1 165,"1,13",00:02:23,"49,23 %","3,77",142,"35,00 $"
20200425,1 439,1 256,"1,11",00:02:21,"51,81 %","3,73",139,"159,00 $"
20221226,1 438,1 142,"1,11",00:02:38,"48,59 %","3,78",212,"1 431,40 $"
20210829,1 437,1 207,"1,07",00:02:59,"51,72 %","4,80",267,"2 027,74 $"
20210221,1 431,1 172,"1,11",00:02:44,"54,34 %","3,99",251,"154,20 $"
20211023,1 431,1 198,"1,09",00:02:28,"49,68 %","4,06",258,"1 866,52 $"
20200112,1 430,1 237,"1,13",00:02:50,"47,53 %","4,20",219,"24,10 $"
20210502,1 429,1 176,"1,09",00:02:43,"54,60 %","4,21",275,"1 929,68 $"
20200324,1 427,1 158,"1,10",00:02:17,"50,99 %","3,75",147,"120,05 $"
20210117,1 426,1 222,"1,10",00:02:24,"55,03 %","4,12",221,"984,56 $"
20220313,1 426,1 175,"1,11",00:02:58,"49,49 %","4,48",286,"3 719,20 $"
20220730,1 421,1 160,"1,10",00:03:09,"48,50 %","4,83",295,"2 930,97 $"
20230114,1 421,1 147,"1,13",00:02:58,"52,27 %","3,87",237,"2 934,70 $"
20210801,1 420,1 197,"1,07",00:02:29,"51,58 %","4,28",245,"1 321,24 $"
20200208,1 419,1 188,"1,13",00:03:01,"47,72 %","4,36",201,"130,00 $"
20220226,1 416,1 179,"1,10",00:02:37,"52,58 %","3,79",244,"4 101,78 $"
20220402,1 416,1 181,"1,10",00:03:09,"51,16 %","4,53",284,"2 216,04 $"
20220924,1 416,1 178,"1,10",00:03:09,"46,89 %","4,70",307,"2 477,60 $"
20210605,1 414,1 188,"1,10",00:02:51,"52,28 %","4,61",249,"1 374,72 $"
20210717,1 414,1 174,"1,09",00:02:52,"52,45 %","4,57",285,"1 751,25 $"
20200502,1 412,1 210,"1,10",00:02:22,"51,22 %","3,83",152,"81,50 $"
20200621,1 412,1 169,"1,13",00:02:47,"48,46 %","4,75",207,"123,90 $"
20200718,1 412,1 164,"1,11",00:03:19,"49,36 %","5,28",211,"188,30 $"
20210509,1 412,1 140,"1,09",00:02:55,"51,59 %","4,41",269,"2 378,66 $"
20200530,1 411,1 199,"1,15",00:02:42,"50,74 %","4,61",199,"340,75 $"
20210808,1 409,1 170,"1,07",00:02:32,"50,17 %","4,78",261,"1 864,61 $"
20200828,1 407,1 055,"1,12",00:03:27,"39,92 %","5,28",269,"215,20 $"
20230212,1 406,1 165,"1,10",00:02:35,"50,06 %","3,56",227,"1 591,90 $"
20201018,1 405,1 164,"1,09",00:03:03,"46,03 %","5,19",186,"10,10 $"
20210206,1 402,1 168,"1,09",00:02:39,"53,23 %","4,17",273,"126,80 $"
20200620,1 401,1 171,"1,11",00:02:47,"50,38 %","4,67",187,"33,60 $"
20210110,1 401,1 200,"1,07",00:02:13,"56,60 %","3,82",182,"576,04 $"
20210515,1 401,1 187,"1,11",00:03:11,"52,77 %","4,52",285,"1 650,46 $"
20220806,1 399,1 159,"1,10",00:03:06,"47,70 %","5,07",300,"2 175,06 $"
20211031,1 398,1 145,"1,09",00:02:54,"51,77 %","4,18",260,"3 696,52 $"
20200809,1 396,1 028,"1,11",00:03:50,"43,28 %","6,07",263,"143,00 $"
20210822,1 396,1 133,"1,09",00:02:56,"49,31 %","4,68",308,"2 157,16 $"
20220828,1 396,1 130,"1,10",00:03:15,"47,68 %","5,01",328,"1 647,18 $"
20201227,1 393,1 207,"1,07",00:02:15,"55,69 %","4,46",242,"1 198,07 $"
20210815,1 393,1 154,"1,07",00:02:31,"49,63 %","4,52",245,"1 833,04 $"
20220220,1 393,1 175,"1,10",00:02:51,"53,95 %","4,42",247,"2 140,08 $"
20230311,1 389,1 198,"1,10",00:02:19,"54,07 %","3,41",183,"1 591,10 $"
20200711,1 388,1 134,"1,11",00:02:56,"47,93 %","4,72",213,"367,00 $"
20210725,1 384,1 158,"1,07",00:02:49,"54,27 %","4,51",262,"1 239,44 $"
20230528,1 380,1 160,"1,09",00:02:45,"52,55 %","3,56",177,"0,00 $"
20211030,1 375,1 171,"1,12",00:02:44,"53,32 %","4,04",238,"3 131,12 $"
20200222,1 373,1 169,"1,12",00:02:31,"50,07 %","3,86",145,"44,00 $"
20200215,1 372,1 184,"1,12",00:02:46,"49,22 %","4,05",160,"53,00 $"
20200705,1 372,1 102,"1,11",00:02:39,"52,33 %","4,38",178,"204,00 $"
20210627,1 371,1 161,"1,08",00:02:43,"55,77 %","4,42",231,"2 080,12 $"
20210508,1 370,1 154,"1,09",00:02:48,"56,77 %","4,18",225,"1 736,65 $"
20201107,1 368,1 134,"1,09",00:02:43,"49,06 %","4,50",186,"569,60 $"
20210704,1 367,1 201,"1,07",00:02:38,"54,81 %","3,88",220,"1 942,33 $"
20210918,1 365,1 155,"1,06",00:02:29,"54,68 %","4,07",228,"1 547,58 $"
20200202,1 364,1 112,"1,13",00:03:07,"47,95 %","4,29",179,"0,00 $"
20200301,1 363,1 159,"1,09",00:02:23,"51,01 %","3,88",147,"58,00 $"
20200316,1 363,1 122,"1,13",00:02:56,"51,63 %","3,99",160,"26,00 $"
20210530,1 363,1 137,"1,10",00:03:33,"48,34 %","4,95",290,"2 336,82 $"
20220219,1 363,1 130,"1,09",00:02:13,"54,30 %","3,82",226,"2 693,77 $"
20230121,1 363,1 140,"1,12",00:02:28,"55,56 %","3,63",211,"1 225,70 $"
20200317,1 362,1 091,"1,12",00:03:10,"49,74 %","4,16",173,"0,00 $"
20230304,1 361,1 109,"1,11",00:03:02,"50,30 %","4,04",204,"2 287,22 $"
20211009,1 360,1 113,"1,10",00:03:22,"50,70 %","4,04",220,"2 215,72 $"
20200628,1 354,1 112,"1,12",00:02:32,"52,07 %","4,25",148,"188,00 $"
20210214,1 354,1 114,"1,10",00:02:58,"52,09 %","4,50",257,"16,00 $"
20201115,1 351,1 115,"1,10",00:03:13,"44,86 %","4,91",213,"158,61 $"
20230611,1 348,1 098,"1,08",00:03:00,"48,59 %","3,77",165,"0,00 $"
20200313,1 347,1 071,"1,13",00:02:45,"51,22 %","3,72",149,"646,85 $"
20210612,1 346,1 136,"1,08",00:02:39,"51,93 %","4,07",246,"706,48 $"
20210828,1 345,1 166,"1,07",00:03:26,"53,29 %","4,32",231,"819,93 $"
20220827,1 345,1 074,"1,09",00:02:30,"49,56 %","4,37",265,"2 612,36 $"
20230218,1 344,1 155,"1,10",00:02:41,"55,90 %","3,29",186,"726,15 $"
20210724,1 343,1 140,"1,08",00:02:42,"50,83 %","4,37",232,"1 751,52 $"
20230520,1 343,1 128,"1,09",00:02:39,"50,38 %","3,94",186,"563,35 $"
20210220,1 341,1 132,"1,09",00:02:32,"53,51 %","4,22",249,"240,00 $"
20210711,1 341,1 143,"1,07",00:02:29,"53,31 %","4,29",245,"1 485,96 $"
20210102,1 340,1 182,"1,07",00:01:53,"59,44 %","3,52",160,"1 060,11 $"
20210109,1 337,1 122,"1,08",00:02:20,"56,57 %","4,22",230,"1 654,85 $"
20210911,1 337,1 153,"1,08",00:02:37,"53,47 %","4,86",261,"1 919,66 $"
20201017,1 336,1 125,"1,11",00:03:04,"45,09 %","4,74",201,"54,00 $"
20221230,1 336,1 082,"1,08",00:02:37,"51,62 %","3,84",236,"1 552,84 $"
20201108,1 331,1 098,"1,11",00:02:52,"45,90 %","4,93",200,"0,00 $"
20210501,1 331,1 119,"1,07",00:02:47,"52,64 %","4,35",269,"1 708,20 $"
20220813,1 331,1 140,"1,09",00:02:52,"53,51 %","4,39",236,"2 175,57 $"
20210103,1 329,1 147,"1,08",00:02:41,"55,49 %","4,48",211,"957,16 $"
20210213,1 328,1 118,"1,09",00:02:59,"51,77 %","4,51",256,"40,00 $"
20200111,1 322,1 124,"1,13",00:03:06,"48,66 %","4,66",179,"63,75 $"
20210821,1 322,1 114,"1,09",00:03:08,"47,79 %","5,21",259,"1 260,40 $"
20210619,1 321,1 096,"1,08",00:02:36,"52,17 %","4,45",247,"1 815,36 $"
20200223,1 320,1 114,"1,12",00:02:33,"48,91 %","4,21",164,"20,20 $"
20230211,1 320,1 137,"1,10",00:03:00,"55,01 %","3,73",232,"1 423,92 $"
20210529,1 319,1 106,"1,10",00:03:12,"49,86 %","4,78",301,"1 821,77 $"
20210522,1 315,1 128,"1,08",00:02:50,"53,16 %","4,48",262,"2 599,95 $"
20221029,1 315,1 053,"1,11",00:03:16,"46,11 %","4,33",264,"1 942,13 $"
20211226,1 313,1 125,"1,08",00:02:39,"51,70 %","4,57",258,"2 796,88 $"
20200119,1 311,1 102,"1,11",00:02:39,"48,38 %","4,20",167,"44,00 $"
20200229,1 310,1 121,"1,09",00:02:45,"50,63 %","4,82",179,"550,90 $"
20210116,1 309,1 133,"1,08",00:02:31,"55,32 %","4,17",202,"656,22 $"
20200627,1 308,1 022,"1,19",00:03:03,"50,54 %","4,29",193,"193,00 $"
20200216,1 307,1 099,"1,11",00:02:40,"47,39 %","4,25",152,"58,00 $"
20230527,1 307,1 085,"1,09",00:02:51,"52,00 %","3,83",180,"0,00 $"
20210626,1 305,1 125,"1,10",00:02:46,"53,70 %","4,34",252,"1 541,55 $"
20220102,1 303,1 105,"1,08",00:02:30,"52,77 %","3,94",197,"1 555,32 $"
20220911,1 302,1 055,"1,10",00:03:19,"47,95 %","4,84",328,"1 838,83 $"
20230305,1 301,1 024,"1,12",00:02:53,"50,83 %","3,77",157,"525,12 $"
20230225,1 300,1 100,"1,09",00:03:26,"49,47 %","4,00",182,"918,58 $"
20220917,1 299,1 058,"1,10",00:03:05,"47,12 %","4,70",276,"2 829,03 $"
20201011,1 296,1 050,"1,10",00:03:05,"40,64 %","4,93",190,"155,80 $"
20210710,1 294,1 112,"1,08",00:02:47,"53,40 %","4,36",249,"1 114,37 $"
20210925,1 294,1 087,"1,09",00:02:44,"51,41 %","3,95",224,"1 499,50 $"
20221022,1 294,1 077,"1,09",00:03:07,"44,48 %","4,87",280,"4 667,25 $"
20200412,1 291,1 129,"1,12",00:02:18,"52,66 %","3,61",126,"96,60 $"
20200118,1 286,1 100,"1,14",00:02:56,"46,68 %","4,19",139,"292,50 $"
20210807,1 284,1 068,"1,08",00:02:40,"52,38 %","4,73",241,"2 312,98 $"
20220312,1 284,1 067,"1,10",00:02:45,"51,49 %","4,39",273,"1 877,34 $"
20230128,1 277,1 086,"1,10",00:02:35,"52,10 %","3,51",171,"487,40 $"
20220904,1 274,1 076,"1,08",00:02:48,"50,94 %","3,80",205,"794,20 $"
20201226,1 272,1 104,"1,06",00:02:02,"59,72 %","3,93",163,"708,54 $"
20230129,1 272,1 043,"1,10",00:02:14,"52,40 %","3,38",181,"682,03 $"
20200307,1 266,1 075,"1,11",00:02:32,"48,58 %","4,28",152,"84,10 $"
20200726,1 265,1 031,"1,10",00:03:02,"46,99 %","5,82",205,"30,00 $"
20200411,1 261,1 106,"1,13",00:02:30,"52,07 %","3,97",144,"111,27 $"
20200725,1 260,1 043,"1,10",00:02:43,"53,06 %","4,81",177,"338,00 $"
20210904,1 260,1 092,"1,07",00:02:27,"54,93 %","3,97",182,"994,02 $"
20201224,1 259,1 091,"1,07",00:02:15,"58,02 %","4,53",225,"1 268,13 $"
20230326,1 256,971,"1,11",00:03:16,"46,78 %","3,89",179,"1 612,30 $"
20220820,1 254,1 032,"1,09",00:03:17,"47,25 %","4,87",262,"3 142,99 $"
20230101,1 249,1 025,"1,10",00:02:36,"54,12 %","3,74",213,"827,21 $"
20220903,1 248,1 066,"1,08",00:03:14,"49,81 %","4,75",274,"1 412,62 $"
20200405,1 247,1 028,"1,13",00:03:02,"49,36 %","4,00",151,"55,00 $"
20200927,1 242,1 025,"1,12",00:03:12,"41,86 %","5,32",194,"0,00 $"
20230319,1 242,983,"1,12",00:02:54,"46,92 %","3,95",202,"2 475,60 $"
20200907,1 241,1 022,"1,10",00:02:44,"44,96 %","4,43",177,"93,30 $"
